 A(*, *)
 matr[           8 ,            6 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,            7 ] =                 (-497.320823356439343891284326858673792,0.00000000000000000000000000000000000)
 matr[           8 ,            8 ] =                  (1109.93299242294059489221266827684007,0.00000000000000000000000000000000000)
 matr[           8 ,            9 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           10 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           11 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           12 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           13 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           14 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           15 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           16 ] =                 (-12.1212122963589219809867682744050500,0.00000000000000000000000000000000000)
 matr[           8 ,           17 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           18 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           19 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           20 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           21 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           22 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           23 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           24 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           25 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           26 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           27 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           28 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           29 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           30 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           31 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           32 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           33 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           34 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           35 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           36 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           37 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           38 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           39 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           8 ,           40 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            1 ] =                 (-5.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            2 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            3 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            4 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            5 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            6 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            7 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            8 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,            9 ] =                  (5693.63235664087700179921665816114587,0.00000000000000000000000000000000000)
 matr[           9 ,           10 ] =                 (-340.312490165233683114820451010018587,0.00000000000000000000000000000000000)
 matr[           9 ,           11 ] =                 (-5960801.89775806509782804228888247621,0.00000000000000000000000000000000000)
 matr[           9 ,           12 ] =                  (5333.31986647564331868439620715112649,0.00000000000000000000000000000000000)
 matr[           9 ,           13 ] =                  (5333.31986647564331868439620715112649,0.00000000000000000000000000000000000)
 matr[           9 ,           14 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,           15 ] =                 (-5333.31986647564331868439620715112649,0.00000000000000000000000000000000000)
 matr[           9 ,           16 ] =                  (5333.31986647564331868439620715112649,0.00000000000000000000000000000000000)
 matr[           9 ,           17 ] =                 (-15.0000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,           18 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[           9 ,           19 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
